App name,Date,Duration,Check phone count of all Apps,Total screen time of all Apps,App total Usage time,App total Access count,App total Average Screen time
Flipkart,2019-08-17,14.0,61.0,9:24:33,3:41:15,111.0,0:1:59
Flipkart,2019-08-19,5.0,50.0,4:24:46,3:41:15,111.0,0:1:59
Flipkart,2019-08-20,11.0,69.0,6:10:46,3:41:15,111.0,0:1:59
Flipkart,2019-08-21,20.0,92.0,6:03:01,3:41:15,111.0,0:1:59
Flipkart,2019-09-20,7.0,81.0,4:35:56,3:41:15,111.0,0:1:59
Flipkart,2019-09-24,22.0,70.0,5:24:17,3:41:15,111.0,0:1:59
Flipkart,2019-09-25,3.0,70.0,4:47:48,3:41:15,111.0,0:1:59
Flipkart,2019-09-26,6.0,103.0,6:03:26,3:41:15,111.0,0:1:59
Flipkart,2019-09-28,21.0,63.0,6:04:37,3:41:15,111.0,0:1:59
Flipkart,2019-09-29,15.0,100.0,5:24:17,3:41:15,111.0,0:1:59
Flipkart,2019-09-30,12.0,63.0,5:12:23,3:41:15,111.0,0:1:59
Flipkart,2019-10-14,8.0,57.0,5:32:11,3:41:15,111.0,0:1:59
Flipkart,2019-10-15,3.0,63.0,6:03:32,3:41:15,111.0,0:1:59
Flipkart,2019-10-17,1.0,84.0,7:00:45,3:41:15,111.0,0:1:59
Flipkart,2019-11-10,1.0,62.0,6:58:54,3:41:15,111.0,0:1:59
Flipkart,2019-11-11,6.0,78.0,5:56:43,3:41:15,111.0,0:1:59
Flipkart,2019-11-12,13.0,66.0,4:10:46,3:41:15,111.0,0:1:59
Flipkart,2019-11-13,4.0,76.0,5:05:49,3:41:15,111.0,0:1:59
Flipkart,2019-11-14,5.0,70.0,5:34:35,3:41:15,111.0,0:1:59
Flipkart,2019-11-15,4.0,76.0,3:55:27,3:41:15,111.0,0:1:59
Flipkart,2019-11-19,6.0,53.0,4:10:44,3:41:15,111.0,0:1:59
Flud,2019-06-23,2.0,74.0,6:38:16,,,
Flud,2019-07-21,33.0,64.0,5:48:20,,,
Flud,2019-07-27,1.0,64.0,3:49:00,,,
Flud,2019-08-02,10.0,92.0,6:07:58,,,
Galaxy Store,2019-06-14,1.0,68.0,6:28:35,0:30:09,47.0,0:0:38
Galaxy Store,2019-09-06,5.0,80.0,6:48:28,0:30:09,47.0,0:0:38
Galaxy Store,2019-09-18,3.0,100.0,4:55:35,0:30:09,47.0,0:0:38
Galaxy Store,2019-09-24,1.0,70.0,5:24:17,0:30:09,47.0,0:0:38
Galaxy Store,2019-09-28,1.0,63.0,6:04:37,0:30:09,47.0,0:0:38
Galaxy Store,2019-10-08,1.0,68.0,5:36:21,0:30:09,47.0,0:0:38
Galaxy Store,2019-10-23,3.0,88.0,5:08:04,0:30:09,47.0,0:0:38
Galaxy Store,2019-11-12,2.0,66.0,4:10:46,0:30:09,47.0,0:0:38
Galaxy Store,2019-11-19,3.0,53.0,4:10:44,0:30:09,47.0,0:0:38
Galaxy Themes,2019-05-17,3.0,33.0,2:51:12,0:09:21,17.0,0:0:33
Galaxy Themes,2019-10-16,1.0,79.0,8:01:33,0:09:21,17.0,0:0:33
Gallery,2019-05-17,1.0,33.0,2:51:12,5:19:33,555.0,0:0:34
Gallery,2019-05-18,3.0,68.0,4:37:25,5:19:33,555.0,0:0:34
Gallery,2019-05-19,8.0,80.0,5:27:18,5:19:33,555.0,0:0:34
Gallery,2019-05-22,2.0,78.0,7:31:39,5:19:33,555.0,0:0:34
Gallery,2019-05-23,1.0,49.0,5:56:30,5:19:33,555.0,0:0:34
Gallery,2019-05-26,1.0,52.0,6:55:16,5:19:33,555.0,0:0:34
Gallery,2019-05-27,4.0,68.0,6:14:55,5:19:33,555.0,0:0:34
Gallery,2019-05-30,3.0,68.0,8:37:01,5:19:33,555.0,0:0:34
Gallery,2019-06-01,2.0,73.0,5:33:07,5:19:33,555.0,0:0:34
Gallery,2019-06-02,1.0,53.0,5:12:32,5:19:33,555.0,0:0:34
Gallery,2019-06-04,2.0,75.0,5:07:30,5:19:33,555.0,0:0:34
Gallery,2019-06-05,1.0,45.0,7:04:15,5:19:33,555.0,0:0:34
Gallery,2019-06-06,6.0,55.0,6:30:48,5:19:33,555.0,0:0:34
Gallery,2019-06-17,3.0,56.0,5:09:57,5:19:33,555.0,0:0:34
Gallery,2019-06-26,1.0,75.0,6:15:42,5:19:33,555.0,0:0:34
Gallery,2019-06-29,1.0,70.0,7:28:32,5:19:33,555.0,0:0:34
Gallery,2019-06-30,7.0,69.0,7:17:21,5:19:33,555.0,0:0:34
Gallery,2019-07-01,3.0,76.0,6:15:09,5:19:33,555.0,0:0:34
Gallery,2019-07-02,2.0,83.0,6:15:16,5:19:33,555.0,0:0:34
Gallery,2019-07-03,4.0,74.0,8:40:21,5:19:33,555.0,0:0:34
Gallery,2019-07-04,3.0,36.0,3:35:33,5:19:33,555.0,0:0:34
Gallery,2019-07-06,7.0,96.0,4:01:14,5:19:33,555.0,0:0:34
Gallery,2019-07-07,8.0,98.0,4:11:54,5:19:33,555.0,0:0:34
Gallery,2019-07-08,8.0,119.0,4:59:14,5:19:33,555.0,0:0:34
Gallery,2019-07-09,1.0,69.0,7:45:22,5:19:33,555.0,0:0:34
Gallery,2019-07-14,8.0,92.0,7:53:56,5:19:33,555.0,0:0:34
Gallery,2019-07-16,4.0,71.0,5:36:16,5:19:33,555.0,0:0:34
Gallery,2019-07-19,2.0,68.0,5:48:51,5:19:33,555.0,0:0:34
Gallery,2019-07-20,1.0,110.0,7:46:52,5:19:33,555.0,0:0:34
Gallery,2019-07-27,1.0,64.0,3:49:00,5:19:33,555.0,0:0:34
Gallery,2019-07-31,2.0,70.0,4:25:26,5:19:33,555.0,0:0:34
Gallery,2019-08-04,1.0,57.0,4:30:18,5:19:33,555.0,0:0:34
Gallery,2019-08-09,3.0,79.0,4:39:07,5:19:33,555.0,0:0:34
Gallery,2019-08-13,2.0,80.0,5:46:56,5:19:33,555.0,0:0:34
Gallery,2019-08-15,2.0,83.0,6:43:34,5:19:33,555.0,0:0:34
Gallery,2019-08-19,4.0,50.0,4:24:46,5:19:33,555.0,0:0:34
Gallery,2019-08-24,1.0,107.0,4:10:35,5:19:33,555.0,0:0:34
Gallery,2019-08-26,1.0,93.0,5:47:29,5:19:33,555.0,0:0:34
Gallery,2019-08-27,5.0,60.0,4:49:13,5:19:33,555.0,0:0:34
Gallery,2019-08-30,9.0,69.0,7:45:25,5:19:33,555.0,0:0:34
Gallery,2019-08-31,1.0,90.0,6:53:43,5:19:33,555.0,0:0:34
Gallery,2019-09-01,5.0,121.0,3:55:56,5:19:33,555.0,0:0:34
Gallery,2019-09-02,1.0,70.0,7:21:15,5:19:33,555.0,0:0:34
Gallery,2019-09-03,4.0,79.0,6:04:16,5:19:33,555.0,0:0:34
Gallery,2019-09-05,3.0,79.0,6:33:23,5:19:33,555.0,0:0:34
Gallery,2019-09-09,1.0,81.0,6:15:44,5:19:33,555.0,0:0:34
Gallery,2019-09-12,6.0,70.0,4:35:26,5:19:33,555.0,0:0:34
Gallery,2019-09-13,2.0,93.0,7:41:37,5:19:33,555.0,0:0:34
Gallery,2019-09-16,3.0,60.0,5:25:12,5:19:33,555.0,0:0:34
Gallery,2019-09-18,2.0,100.0,4:55:35,5:19:33,555.0,0:0:34
Gallery,2019-09-22,2.0,74.0,4:54:27,5:19:33,555.0,0:0:34
Gallery,2019-09-25,3.0,70.0,4:47:48,5:19:33,555.0,0:0:34
Gallery,2019-09-26,1.0,103.0,6:03:26,5:19:33,555.0,0:0:34
Gallery,2019-09-30,2.0,63.0,5:12:23,5:19:33,555.0,0:0:34
Gallery,2019-10-02,1.0,80.0,8:09:54,5:19:33,555.0,0:0:34
Gallery,2019-10-03,6.0,77.0,7:37:37,5:19:33,555.0,0:0:34
Gallery,2019-10-18,1.0,101.0,2:39:48,5:19:33,555.0,0:0:34
Gallery,2019-10-29,1.0,81.0,5:37:58,5:19:33,555.0,0:0:34
Gallery,2019-11-10,1.0,62.0,6:58:54,5:19:33,555.0,0:0:34
Gallery,2019-11-12,5.0,66.0,4:10:46,5:19:33,555.0,0:0:34
Gallery,2019-11-15,2.0,76.0,3:55:27,5:19:33,555.0,0:0:34
Gallery,2019-11-21,2.0,66.0,6:01:38,5:19:33,555.0,0:0:34
Game Launcher,2019-10-31,3.0,71.0,6:22:49,,,
Gmail,2019-05-28,2.0,64.0,5:18:12,,,
Gmail,2019-05-30,2.0,68.0,8:37:01,,,
Gmail,2019-07-02,4.0,83.0,6:15:16,,,
Gmail,2019-07-17,2.0,58.0,5:19:17,,,
Gmail,2019-07-20,2.0,110.0,7:46:52,,,
Gmail,2019-09-08,1.0,69.0,6:14:11,,,
Gmail,2019-09-16,2.0,60.0,5:25:12,,,
Gmail,2019-10-02,2.0,80.0,8:09:54,,,
Gmail,2019-10-14,1.0,57.0,5:32:11,,,
Gmail,2019-11-07,1.0,66.0,6:15:50,,,
Gmail,2019-11-13,1.0,76.0,5:05:49,,,
Gmail,2019-11-18,4.0,63.0,4:40:07,,,
Gmail,2019-11-26,1.0,55.0,3:56:09,,,
Goodreads,2019-05-22,1.0,78.0,7:31:39,8:34:37,1024.0,0:0:30
Goodreads,2019-05-30,2.0,68.0,8:37:01,8:34:37,1024.0,0:0:30
Goodreads,2019-06-01,2.0,73.0,5:33:07,8:34:37,1024.0,0:0:30
Goodreads,2019-06-04,3.0,75.0,5:07:30,8:34:37,1024.0,0:0:30
Goodreads,2019-06-07,1.0,69.0,5:33:33,8:34:37,1024.0,0:0:30
Goodreads,2019-06-11,3.0,78.0,5:18:00,8:34:37,1024.0,0:0:30
Goodreads,2019-06-14,4.0,68.0,6:28:35,8:34:37,1024.0,0:0:30
Goodreads,2019-06-19,11.0,52.0,6:39:43,8:34:37,1024.0,0:0:30
Goodreads,2019-06-21,1.0,61.0,4:51:40,8:34:37,1024.0,0:0:30
Goodreads,2019-06-24,1.0,37.0,4:58:25,8:34:37,1024.0,0:0:30
Goodreads,2019-06-25,1.0,59.0,6:03:45,8:34:37,1024.0,0:0:30
Goodreads,2019-06-29,2.0,70.0,7:28:32,8:34:37,1024.0,0:0:30
Goodreads,2019-07-01,3.0,76.0,6:15:09,8:34:37,1024.0,0:0:30
Goodreads,2019-07-02,1.0,83.0,6:15:16,8:34:37,1024.0,0:0:30
Goodreads,2019-07-04,3.0,36.0,3:35:33,8:34:37,1024.0,0:0:30
Goodreads,2019-07-05,13.0,104.0,7:58:23,8:34:37,1024.0,0:0:30
Goodreads,2019-07-06,3.0,96.0,4:01:14,8:34:37,1024.0,0:0:30
Goodreads,2019-07-10,1.0,92.0,6:08:02,8:34:37,1024.0,0:0:30
Goodreads,2019-07-11,2.0,87.0,6:59:12,8:34:37,1024.0,0:0:30
Goodreads,2019-07-12,1.0,65.0,4:24:32,8:34:37,1024.0,0:0:30
Goodreads,2019-07-16,1.0,71.0,5:36:16,8:34:37,1024.0,0:0:30
Goodreads,2019-07-17,12.0,58.0,5:19:17,8:34:37,1024.0,0:0:30
Goodreads,2019-07-19,3.0,68.0,5:48:51,8:34:37,1024.0,0:0:30
Goodreads,2019-07-20,5.0,110.0,7:46:52,8:34:37,1024.0,0:0:30
Goodreads,2019-07-21,3.0,64.0,5:48:20,8:34:37,1024.0,0:0:30
Goodreads,2019-07-25,4.0,57.0,5:19:29,8:34:37,1024.0,0:0:30
Goodreads,2019-07-28,7.0,81.0,3:39:34,8:34:37,1024.0,0:0:30
Goodreads,2019-07-29,8.0,59.0,4:48:43,8:34:37,1024.0,0:0:30
Goodreads,2019-07-30,3.0,66.0,5:32:03,8:34:37,1024.0,0:0:30
Goodreads,2019-08-02,3.0,92.0,6:07:58,8:34:37,1024.0,0:0:30
Goodreads,2019-08-03,2.0,63.0,9:30:01,8:34:37,1024.0,0:0:30
Goodreads,2019-08-08,2.0,65.0,5:13:35,8:34:37,1024.0,0:0:30
Goodreads,2019-08-13,3.0,80.0,5:46:56,8:34:37,1024.0,0:0:30
Goodreads,2019-08-15,16.0,83.0,6:43:34,8:34:37,1024.0,0:0:30
Goodreads,2019-08-16,5.0,83.0,5:54:50,8:34:37,1024.0,0:0:30
Goodreads,2019-08-20,2.0,69.0,6:10:46,8:34:37,1024.0,0:0:30
Goodreads,2019-08-21,12.0,92.0,6:03:01,8:34:37,1024.0,0:0:30
Goodreads,2019-08-24,2.0,107.0,4:10:35,8:34:37,1024.0,0:0:30
Goodreads,2019-08-25,1.0,114.0,4:36:27,8:34:37,1024.0,0:0:30
Goodreads,2019-08-26,2.0,93.0,5:47:29,8:34:37,1024.0,0:0:30
Goodreads,2019-08-27,2.0,60.0,4:49:13,8:34:37,1024.0,0:0:30
Goodreads,2019-08-28,4.0,73.0,5:32:34,8:34:37,1024.0,0:0:30
Goodreads,2019-08-29,5.0,58.0,3:56:34,8:34:37,1024.0,0:0:30
Goodreads,2019-09-03,2.0,79.0,6:04:16,8:34:37,1024.0,0:0:30
Goodreads,2019-09-04,3.0,55.0,5:16:44,8:34:37,1024.0,0:0:30
Goodreads,2019-09-07,7.0,84.0,7:04:27,8:34:37,1024.0,0:0:30
Goodreads,2019-09-09,3.0,81.0,6:15:44,8:34:37,1024.0,0:0:30
Goodreads,2019-09-15,5.0,68.0,5:17:22,8:34:37,1024.0,0:0:30
Goodreads,2019-09-17,1.0,81.0,6:35:45,8:34:37,1024.0,0:0:30
Goodreads,2019-09-20,3.0,81.0,4:35:56,8:34:37,1024.0,0:0:30
Goodreads,2019-09-22,12.0,74.0,4:54:27,8:34:37,1024.0,0:0:30
Goodreads,2019-09-23,1.0,83.0,3:43:51,8:34:37,1024.0,0:0:30
Goodreads,2019-09-24,8.0,70.0,5:24:17,8:34:37,1024.0,0:0:30
Goodreads,2019-09-26,3.0,103.0,6:03:26,8:34:37,1024.0,0:0:30
Goodreads,2019-09-27,3.0,61.0,3:31:31,8:34:37,1024.0,0:0:30
Goodreads,2019-09-29,3.0,100.0,5:24:17,8:34:37,1024.0,0:0:30
Goodreads,2019-09-30,2.0,63.0,5:12:23,8:34:37,1024.0,0:0:30
Goodreads,2019-10-01,2.0,68.0,6:18:51,8:34:37,1024.0,0:0:30
Goodreads,2019-10-02,2.0,80.0,8:09:54,8:34:37,1024.0,0:0:30
Goodreads,2019-10-03,7.0,77.0,7:37:37,8:34:37,1024.0,0:0:30
Goodreads,2019-10-04,1.0,90.0,4:28:53,8:34:37,1024.0,0:0:30
Goodreads,2019-10-06,2.0,70.0,7:21:44,8:34:37,1024.0,0:0:30
Goodreads,2019-10-07,3.0,68.0,5:32:04,8:34:37,1024.0,0:0:30
Goodreads,2019-10-17,2.0,84.0,7:00:45,8:34:37,1024.0,0:0:30
Goodreads,2019-10-21,1.0,108.0,4:29:40,8:34:37,1024.0,0:0:30
Goodreads,2019-10-23,2.0,88.0,5:08:04,8:34:37,1024.0,0:0:30
Goodreads,2019-10-28,1.0,85.0,3:28:33,8:34:37,1024.0,0:0:30
Goodreads,2019-10-29,1.0,81.0,5:37:58,8:34:37,1024.0,0:0:30
Goodreads,2019-10-30,1.0,71.0,4:34:26,8:34:37,1024.0,0:0:30
Goodreads,2019-10-31,2.0,71.0,6:22:49,8:34:37,1024.0,0:0:30
Goodreads,2019-11-02,2.0,81.0,7:10:10,8:34:37,1024.0,0:0:30
Goodreads,2019-11-07,2.0,66.0,6:15:50,8:34:37,1024.0,0:0:30
Goodreads,2019-11-12,2.0,66.0,4:10:46,8:34:37,1024.0,0:0:30
Goodreads,2019-11-13,2.0,76.0,5:05:49,8:34:37,1024.0,0:0:30
Goodreads,2019-11-17,4.0,87.0,3:31:52,8:34:37,1024.0,0:0:30
Goodreads,2019-11-19,2.0,53.0,4:10:44,8:34:37,1024.0,0:0:30
Goodreads,2019-11-20,13.0,53.0,3:57:31,8:34:37,1024.0,0:0:30
Goodreads,2019-11-22,1.0,60.0,4:07:32,8:34:37,1024.0,0:0:30
Goodreads,2019-11-23,2.0,66.0,5:52:24,8:34:37,1024.0,0:0:30
Goodreads,2019-11-25,1.0,79.0,5:11:51,8:34:37,1024.0,0:0:30
Google,2019-05-17,1.0,33.0,2:51:12,0:43:04,67.0,0:0:38
Google,2019-06-07,2.0,69.0,5:33:33,0:43:04,67.0,0:0:38
Google,2019-06-08,11.0,80.0,6:10:35,0:43:04,67.0,0:0:38
Google,2019-06-10,2.0,79.0,4:22:21,0:43:04,67.0,0:0:38
Google,2019-06-19,1.0,52.0,6:39:43,0:43:04,67.0,0:0:38
Google,2019-06-30,4.0,69.0,7:17:21,0:43:04,67.0,0:0:38
Google,2019-07-30,2.0,66.0,5:32:03,0:43:04,67.0,0:0:38
Google,2019-09-28,3.0,63.0,6:04:37,0:43:04,67.0,0:0:38
Google,2019-09-30,1.0,63.0,5:12:23,0:43:04,67.0,0:0:38
Google,2019-10-07,1.0,68.0,5:32:04,0:43:04,67.0,0:0:38
Google,2019-10-17,4.0,84.0,7:00:45,0:43:04,67.0,0:0:38
Google Pay,2019-05-31,1.0,79.0,5:37:58,4:37:25,252.0,0:1:06
Google Pay,2019-06-01,3.0,73.0,5:33:07,4:37:25,252.0,0:1:06
Google Pay,2019-06-03,2.0,82.0,4:34:45,4:37:25,252.0,0:1:06
Google Pay,2019-06-04,1.0,75.0,5:07:30,4:37:25,252.0,0:1:06
Google Pay,2019-06-07,1.0,69.0,5:33:33,4:37:25,252.0,0:1:06
Google Pay,2019-06-10,1.0,79.0,4:22:21,4:37:25,252.0,0:1:06
Google Pay,2019-06-13,1.0,82.0,4:56:10,4:37:25,252.0,0:1:06
Google Pay,2019-06-28,10.0,60.0,4:02:33,4:37:25,252.0,0:1:06
Google Pay,2019-06-30,67.0,69.0,7:17:21,4:37:25,252.0,0:1:06
Google Pay,2019-07-01,43.0,76.0,6:15:09,4:37:25,252.0,0:1:06
Google Pay,2019-07-02,1.0,83.0,6:15:16,4:37:25,252.0,0:1:06
Google Pay,2019-07-05,3.0,104.0,7:58:23,4:37:25,252.0,0:1:06
Google Pay,2019-07-16,2.0,71.0,5:36:16,4:37:25,252.0,0:1:06
Google Pay,2019-07-19,2.0,68.0,5:48:51,4:37:25,252.0,0:1:06
Google Pay,2019-07-23,2.0,91.0,4:53:25,4:37:25,252.0,0:1:06
Google Pay,2019-08-01,2.0,64.0,5:37:12,4:37:25,252.0,0:1:06
Google Pay,2019-08-02,4.0,92.0,6:07:58,4:37:25,252.0,0:1:06
Google Pay,2019-08-05,1.0,73.0,4:02:18,4:37:25,252.0,0:1:06
Google Pay,2019-08-06,3.0,67.0,4:29:27,4:37:25,252.0,0:1:06
Google Pay,2019-08-13,2.0,80.0,5:46:56,4:37:25,252.0,0:1:06
Google Pay,2019-08-15,4.0,83.0,6:43:34,4:37:25,252.0,0:1:06
Google Pay,2019-08-18,1.0,62.0,7:35:19,4:37:25,252.0,0:1:06
Google Pay,2019-08-20,1.0,69.0,6:10:46,4:37:25,252.0,0:1:06
Google Pay,2019-08-25,1.0,114.0,4:36:27,4:37:25,252.0,0:1:06
Google Pay,2019-08-31,2.0,90.0,6:53:43,4:37:25,252.0,0:1:06
Google Pay,2019-09-01,2.0,121.0,3:55:56,4:37:25,252.0,0:1:06
Google Pay,2019-09-02,6.0,70.0,7:21:15,4:37:25,252.0,0:1:06
Google Pay,2019-09-04,1.0,55.0,5:16:44,4:37:25,252.0,0:1:06
Google Pay,2019-09-05,1.0,79.0,6:33:23,4:37:25,252.0,0:1:06
Google Pay,2019-09-17,2.0,81.0,6:35:45,4:37:25,252.0,0:1:06
Google Pay,2019-09-20,1.0,81.0,4:35:56,4:37:25,252.0,0:1:06
Google Pay,2019-10-01,3.0,68.0,6:18:51,4:37:25,252.0,0:1:06
Google Pay,2019-10-08,6.0,68.0,5:36:21,4:37:25,252.0,0:1:06
Google Pay,2019-10-09,2.0,60.0,6:45:04,4:37:25,252.0,0:1:06
Google Pay,2019-10-30,2.0,71.0,4:34:26,4:37:25,252.0,0:1:06
Google Pay,2019-11-02,1.0,81.0,7:10:10,4:37:25,252.0,0:1:06
Google Pay,2019-11-12,2.0,66.0,4:10:46,4:37:25,252.0,0:1:06
Google Pay,2019-11-20,1.0,53.0,3:57:31,4:37:25,252.0,0:1:06
Google Play Store,2019-05-17,5.0,33.0,2:51:12,4:17:37,382.0,0:0:40
Google Play Store,2019-06-03,4.0,82.0,4:34:45,4:17:37,382.0,0:0:40
Google Play Store,2019-06-04,2.0,75.0,5:07:30,4:17:37,382.0,0:0:40
Google Play Store,2019-06-11,2.0,78.0,5:18:00,4:17:37,382.0,0:0:40
Google Play Store,2019-06-18,2.0,49.0,5:28:29,4:17:37,382.0,0:0:40
Google Play Store,2019-06-20,2.0,64.0,4:37:30,4:17:37,382.0,0:0:40
Google Play Store,2019-06-22,2.0,80.0,7:17:22,4:17:37,382.0,0:0:40
Google Play Store,2019-06-27,1.0,56.0,7:51:13,4:17:37,382.0,0:0:40
Google Play Store,2019-07-03,3.0,74.0,8:40:21,4:17:37,382.0,0:0:40
Google Play Store,2019-07-07,2.0,98.0,4:11:54,4:17:37,382.0,0:0:40
Google Play Store,2019-07-08,1.0,119.0,4:59:14,4:17:37,382.0,0:0:40
Google Play Store,2019-07-12,1.0,65.0,4:24:32,4:17:37,382.0,0:0:40
Google Play Store,2019-07-17,8.0,58.0,5:19:17,4:17:37,382.0,0:0:40
Google Play Store,2019-07-18,3.0,64.0,6:48:43,4:17:37,382.0,0:0:40
Google Play Store,2019-07-20,2.0,110.0,7:46:52,4:17:37,382.0,0:0:40
Google Play Store,2019-08-03,2.0,63.0,9:30:01,4:17:37,382.0,0:0:40
Google Play Store,2019-08-09,2.0,79.0,4:39:07,4:17:37,382.0,0:0:40
Google Play Store,2019-08-13,1.0,80.0,5:46:56,4:17:37,382.0,0:0:40
Google Play Store,2019-08-14,1.0,91.0,5:39:46,4:17:37,382.0,0:0:40
Google Play Store,2019-08-15,6.0,83.0,6:43:34,4:17:37,382.0,0:0:40
Google Play Store,2019-08-16,2.0,83.0,5:54:50,4:17:37,382.0,0:0:40
Google Play Store,2019-08-19,1.0,50.0,4:24:46,4:17:37,382.0,0:0:40
Google Play Store,2019-08-25,1.0,114.0,4:36:27,4:17:37,382.0,0:0:40
Google Play Store,2019-08-28,3.0,73.0,5:32:34,4:17:37,382.0,0:0:40
Google Play Store,2019-08-30,1.0,69.0,7:45:25,4:17:37,382.0,0:0:40
Google Play Store,2019-09-01,1.0,121.0,3:55:56,4:17:37,382.0,0:0:40
Google Play Store,2019-09-05,1.0,79.0,6:33:23,4:17:37,382.0,0:0:40
Google Play Store,2019-09-14,1.0,83.0,2:51:02,4:17:37,382.0,0:0:40
Google Play Store,2019-09-17,2.0,81.0,6:35:45,4:17:37,382.0,0:0:40
Google Play Store,2019-09-18,2.0,100.0,4:55:35,4:17:37,382.0,0:0:40
Google Play Store,2019-09-23,1.0,83.0,3:43:51,4:17:37,382.0,0:0:40
Google Play Store,2019-09-27,1.0,61.0,3:31:31,4:17:37,382.0,0:0:40
Google Play Store,2019-09-28,5.0,63.0,6:04:37,4:17:37,382.0,0:0:40
Google Play Store,2019-10-06,3.0,70.0,7:21:44,4:17:37,382.0,0:0:40
Google Play Store,2019-10-07,1.0,68.0,5:32:04,4:17:37,382.0,0:0:40
Google Play Store,2019-10-09,1.0,60.0,6:45:04,4:17:37,382.0,0:0:40
Google Play Store,2019-10-10,5.0,79.0,5:39:44,4:17:37,382.0,0:0:40
Google Play Store,2019-10-15,3.0,63.0,6:03:32,4:17:37,382.0,0:0:40
Google Play Store,2019-10-17,1.0,84.0,7:00:45,4:17:37,382.0,0:0:40
Google Play Store,2019-10-21,1.0,108.0,4:29:40,4:17:37,382.0,0:0:40
Google Play Store,2019-10-24,1.0,91.0,7:37:49,4:17:37,382.0,0:0:40
Google Play Store,2019-10-29,3.0,81.0,5:37:58,4:17:37,382.0,0:0:40
Google Play Store,2019-10-31,1.0,71.0,6:22:49,4:17:37,382.0,0:0:40
Google Play Store,2019-11-02,1.0,81.0,7:10:10,4:17:37,382.0,0:0:40
Google Play Store,2019-11-05,3.0,65.0,6:23:36,4:17:37,382.0,0:0:40
Google Play Store,2019-11-07,2.0,66.0,6:15:50,4:17:37,382.0,0:0:40
Google Play Store,2019-11-10,2.0,62.0,6:58:54,4:17:37,382.0,0:0:40
Google Play Store,2019-11-17,2.0,87.0,3:31:52,4:17:37,382.0,0:0:40
Google Play Store,2019-11-19,2.0,53.0,4:10:44,4:17:37,382.0,0:0:40
Google Play Store,2019-11-20,3.0,53.0,3:57:31,4:17:37,382.0,0:0:40
Google Play Store,2019-11-23,3.0,66.0,5:52:24,4:17:37,382.0,0:0:40
Google Play Store,2019-11-24,10.0,68.0,5:07:07,4:17:37,382.0,0:0:40
Google Play Store,2019-11-25,3.0,79.0,5:11:51,4:17:37,382.0,0:0:40
Google Play Store,2019-11-26,8.0,55.0,3:56:09,4:17:37,382.0,0:0:40
Google Play services,2019-10-10,1.0,79.0,5:39:44,,,
Google Spotlight Stories,2019-09-07,1.0,84.0,7:04:27,,,
Hotstar,2019-05-18,1.0,68.0,4:37:25,18:43:45,440.0,0:2:33
Hotstar,2019-05-20,71.0,34.0,3:17:24,18:43:45,440.0,0:2:33
Hotstar,2019-05-30,6.0,68.0,8:37:01,18:43:45,440.0,0:2:33
Hotstar,2019-05-31,5.0,79.0,5:37:58,18:43:45,440.0,0:2:33
Hotstar,2019-06-01,7.0,73.0,5:33:07,18:43:45,440.0,0:2:33
Hotstar,2019-06-05,42.0,45.0,7:04:15,18:43:45,440.0,0:2:33
Hotstar,2019-06-08,4.0,80.0,6:10:35,18:43:45,440.0,0:2:33
Hotstar,2019-06-09,8.0,66.0,7:11:13,18:43:45,440.0,0:2:33
Hotstar,2019-06-12,9.0,72.0,6:10:34,18:43:45,440.0,0:2:33
Hotstar,2019-06-14,9.0,68.0,6:28:35,18:43:45,440.0,0:2:33
Hotstar,2019-06-16,43.0,105.0,4:54:08,18:43:45,440.0,0:2:33
Hotstar,2019-06-20,9.0,64.0,4:37:30,18:43:45,440.0,0:2:33
Hotstar,2019-06-22,30.0,80.0,7:17:22,18:43:45,440.0,0:2:33
Hotstar,2019-06-25,2.0,59.0,6:03:45,18:43:45,440.0,0:2:33
Hotstar,2019-06-26,13.0,75.0,6:15:42,18:43:45,440.0,0:2:33
Hotstar,2019-06-27,215.0,56.0,7:51:13,18:43:45,440.0,0:2:33
Hotstar,2019-06-28,3.0,60.0,4:02:33,18:43:45,440.0,0:2:33
Hotstar,2019-06-30,6.0,69.0,7:17:21,18:43:45,440.0,0:2:33
Hotstar,2019-07-06,5.0,96.0,4:01:14,18:43:45,440.0,0:2:33
Hotstar,2019-07-07,15.0,98.0,4:11:54,18:43:45,440.0,0:2:33
Hotstar,2019-07-09,5.0,69.0,7:45:22,18:43:45,440.0,0:2:33
Hotstar,2019-07-10,29.0,92.0,6:08:02,18:43:45,440.0,0:2:33
Hotstar,2019-07-14,24.0,92.0,7:53:56,18:43:45,440.0,0:2:33
Hotstar,2019-08-01,1.0,64.0,5:37:12,18:43:45,440.0,0:2:33
Hotstar,2019-09-18,10.0,100.0,4:55:35,18:43:45,440.0,0:2:33
Hotstar,2019-09-22,10.0,74.0,4:54:27,18:43:45,440.0,0:2:33
Hotstar,2019-10-03,54.0,77.0,7:37:37,18:43:45,440.0,0:2:33
Hotstar,2019-10-04,14.0,90.0,4:28:53,18:43:45,440.0,0:2:33
Hotstar,2019-10-06,27.0,70.0,7:21:44,18:43:45,440.0,0:2:33
Hotstar,2019-10-10,10.0,79.0,5:39:44,18:43:45,440.0,0:2:33
Hotstar,2019-10-11,16.0,74.0,7:11:46,18:43:45,440.0,0:2:33
Hotstar,2019-10-12,29.0,59.0,7:25:16,18:43:45,440.0,0:2:33
